"","R","lhsgrade_pct","nextGPA","probation_year1","totcredits_year1","male","bpl_north_america","english","age_at_entry","campus"
"3519",-0.54,-2.94443897916644,-0.580000042915344,1,5,0,1,1,20,2
"3520",1.36,-0.363965377201412,1.5,0,4,0,1,1,18,1
"3521",1.72,1.90095876119305,2.09999990463257,0,5,0,1,1,19,1
"3522",-0.15,-2.94443897916644,0.25,1,5,1,1,1,19,3
"3523",1.84,0.75377180237638,1.59999990463257,0,4.5,1,1,1,19,1
"3524",0.05,-0.663294217410264,0.590000033378601,0,4,0,1,1,18,1
"3525",0.2,-1.20831120592453,1.57999992370605,0,5,1,1,1,18,1
"3526",1.28,-0.241162056816888,1.28999996185303,0,5,0,1,1,19,2
"3527",0.38,-2.09074109693377,0.890000104904175,0,5,1,1,1,19,3
"3528",1.25,0.0800427076735366,0.0800000429153442,0,4,1,0,0,18,3
"3529",2.53,2.19722457733622,2.20000004768372,0,4.5,0,0,0,19,1
"3530",1.3,0.575364144903562,1.07999992370605,0,4.5,0,1,1,19,2
"3531",1.1,1.04596855518269,1.29999995231628,0,5,0,1,1,18,1
"3532",0.24,1.51634748936809,-0.190000057220459,0,4,0,0,0,18,1
"3533",-0.16,-0.200670695462151,0.5,1,5,0,1,1,18,2
"3534",0.89,-2.94443897916644,2.40000009536743,0,4,0,1,0,20,3
"3535",1.4,1.81528996663825,0.919999957084656,0,5,1,1,1,19,3
"3537",0.58,-0.575364144903562,0.799999952316284,0,5,0,1,1,19,1
"3538",1.58,3.89182029811063,1.39000010490417,0,5,0,1,1,19,1
"3539",1.16,1.04596855518269,1.40000009536743,0,4.5,0,1,0,19,1
"3540",1.6,0.241162056816888,1.20000004768372,0,5,0,1,1,18,1
"3541",1.28,1.99243016469021,1.33999991416931,0,5,1,1,1,18,1
"3542",-0.05,-0.575364144903562,0.699999928474426,1,4.5,0,1,1,19,3
"3543",1.25,-3.47609868983527,1.39999997615814,0,4,0,1,1,19,3
"3544",1.13,2.09074109693377,1.97000002861023,0,4.5,0,0,0,19,1
"3545",0.37,-0.663294217410264,1.5,0,5,0,1,1,19,1
"3546",-0.57,0.200670695462151,0.930000066757202,1,5,0,1,1,19,1
"3547",1.58,0.120144311842063,1.5,0,5,0,1,1,19,1
"3548",2.02,1.450010175506,2.5,0,4,1,1,0,18,1
"3549",0.6,0.532216813747308,1.63000011444092,0,4,0,1,1,19,1
"3550",1.98,1.04596855518269,2.1800000667572,0,5,1,1,1,19,2
"3551",-0.75,-0.944461608840851,0.350000023841858,1,3,0,1,1,20,3
"3552",1.49,1.26566637333128,1.53999996185303,0,5,0,1,1,18,1
"3553",-1.32,-0.322773392263051,-1.5,1,4.5,0,1,1,18,1
"3554",0.09,-0.708185057924486,0.559999942779541,0,4.5,1,1,0,19,1
"3556",1.83,-1.58562726374038,1.80000007152557,0,4,1,1,1,19,3
"3557",0.6,-0.241162056816888,0.829999923706055,0,5,1,1,1,19,1
"3558",0.66,0.847297860387203,1.60000002384186,0,5,0,1,1,19,1
"3559",-0.22,-2.19722457733622,0.00999999046325684,1,3.5,0,1,0,18,3
"3560",1.42,0.575364144903562,2,0,4,0,1,1,19,2
"3561",-0.55,-2.31363492918063,0.240000009536743,1,4.5,0,1,1,19,3
"3562",1.42,-1.73460105538811,0.890000104904175,0,4.5,0,1,0,19,3
"3563",1.42,2.75153531304195,1.65000009536743,0,4.5,0,1,1,18,1
"3564",2.5,5.29330482472449,2.5,0,4,0,1,1,19,2
"3565",-1.56,-3.47609868983527,-1.10000002384186,1,4,1,1,1,19,1
"3566",0.03,-3.89182029811063,-0.149999976158142,0,4.5,0,1,1,18,3
"3568",2.44,2.58668934409794,2.5,0,5,0,1,1,17,1
"3569",0.22,-2.75153531304195,0.980000019073486,0,4,1,1,1,19,1
"3570",1.14,-2.4423470353692,0.599999904632568,0,4,0,1,1,19,1
"3571",1,-0.0800427076735365,2.5,0,4,1,0,0,18,1
"3572",1.15,-0.489548225318706,1.07999992370605,0,4,0,1,1,19,2
"3573",0.74,-0.241162056816888,-0.200000047683716,0,5,1,1,0,19,2
"3574",1.65,3.89182029811063,1.26999998092651,0,5,1,1,0,19,1
"3576",0.9,1.58562726374038,1,0,5,1,1,1,18,1
"3577",0.9,-0.447312218043665,0.200000047683716,0,5,0,1,0,18,1
"3578",2.08,0.447312218043665,2.21000003814697,0,5,1,1,0,21,1
"3579",1.1,-1.51634748936809,0.579999923706055,0,4,1,1,1,19,1
"3581",0.18,-1.15267950993839,0.5,0,4,0,1,1,18,1
"3582",1.4,-1.04596855518269,0.729999899864197,0,4,0,1,0,19,3
"3583",1.26,2.09074109693377,1.3199999332428,0,5,1,0,1,19,1
"3584",0.93,0.405465108108164,1.54999995231628,0,5,0,1,1,19,1
"3585",0.02,0.120144311842063,0.649999976158142,0,5,1,1,1,19,1
"3586",1.21,-0.200670695462151,1.44000005722046,0,4.5,0,1,1,19,1
"3588",0.83,0.619039208406224,1.27999997138977,0,5,1,1,0,18,1
"3589",0.23,1.04596855518269,1.5,0,5,0,1,1,19,1
"3590",0.71,-0.994622575144062,-0.440000057220459,0,5,0,1,1,19,3
"3591",0.68,-0.0400053346136992,1.34999990463257,0,4,0,1,1,19,2
"3592",0.12,-0.663294217410264,-1.5,0,5,1,1,1,19,1
"3593",2.16,3.47609868983527,1.90000009536743,0,5,0,1,1,19,1
"3594",1.64,-0.847297860387204,-0.300000071525574,0,5,0,1,1,19,1
"3595",0.71,-2.31363492918063,0.649999976158142,0,5,1,1,1,20,1
"3596",1.87,2.58668934409794,1.5,0,5,1,1,1,18,1
"3597",2.26,2.31363492918063,1.83999991416931,0,5,0,1,1,18,1
"3598",0.75,1.04596855518269,0.920000076293945,0,5,1,1,1,18,1
"3599",0.1,-1.20831120592453,-0.5,0,4,0,1,1,18,1
"3600",1.66,2.58668934409794,2.03999996185303,0,5,1,1,1,18,1
"3601",0.91,0.0400053346136992,0.5,0,5,0,1,1,19,2
"3602",0.79,0.0800427076735366,1.44000005722046,0,5,0,1,0,18,1
"3605",1.56,-1.3249254147436,1.75999999046326,0,4.5,0,0,1,19,2
"3606",0.46,0.575364144903562,0.539999961853027,0,5,1,1,1,17,1
"3607",0.3,-1.81528996663825,-0.259999990463257,0,4,1,1,0,18,3
"3608",0.2,-0.847297860387204,-0.5,0,5,0,1,1,19,2
"3609",-0.36,-2.94443897916644,-0.300000071525574,1,4.5,0,1,1,19,3
"3610",0.59,-1.26566637333128,0.209999918937683,0,5,1,1,1,19,3
"3611",0.55,-1.51634748936809,1.20000004768372,0,4,1,1,1,19,1
"3613",1.26,-1.15267950993839,2.5,0,4.5,0,1,1,19,2
"3614",0.7,-1.450010175506,-0.600000023841858,0,5,1,1,1,20,1
"3615",2.06,1.38629436111989,2.65000009536743,0,5,0,0,0,21,1
"3616",-1.15,0.619039208406224,0,1,4,0,1,0,18,3
"3617",1.74,1.58562726374038,1.55000007152557,0,5,0,1,1,19,1
"3618",0.02,1.04596855518269,0.100000023841858,0,4,1,1,1,19,1
"3619",-0.1,-2.4423470353692,1.39999997615814,1,4.5,1,1,1,18,3
"3620",2.41,2.94443897916644,2.44000005722046,0,5,1,1,1,18,1
"3621",2.44,3.47609868983527,2.25999999046326,0,5,0,1,1,19,1
"3622",0.7,-0.0400053346136992,1.44000005722046,0,5,0,1,1,18,1
"3623",2.06,1.81528996663825,1.33999991416931,0,4,0,1,0,18,2
"3624",-0.62,-1.26566637333128,-0.949999988079071,1,4,1,1,1,19,1
"3625",1.7,-1.04596855518269,1.11999988555908,0,5,0,1,1,19,1
"3626",0.78,1.20831120592453,1.51999998092651,0,5,0,1,1,19,1
"3627",2.32,3.17805383034794,2.1800000667572,0,5,0,1,0,18,1
"3628",1,-2.09074109693377,0.330000042915344,0,5,0,1,0,18,3
"3629",1.18,-0.200670695462151,-0.920000016689301,0,5,0,1,1,18,1
"3630",-0.99,-3.17805383034795,0.279999971389771,1,5,0,1,0,21,1
"3631",1.38,-1.26566637333128,0.799999952316284,0,4.5,0,1,1,18,2
"3632",0.53,0.241162056816888,0.240000009536743,0,5,1,1,1,18,1
"3633",0.43,-0.994622575144062,0.0299999713897705,0,5,0,1,1,18,3
"3634",1.42,1.51634748936809,1.59999990463257,0,4,0,1,1,18,1
"3635",0.91,0.575364144903562,1.39999997615814,0,4,0,1,0,19,3
"3636",1.67,0.800119300112113,1.5,0,5,1,1,1,18,1
"3637",0.38,0.532216813747308,0.299999952316284,0,5,1,1,1,18,1
"3638",-1.39,-2.09074109693377,-0.700000047683716,1,3,1,1,1,19,3
"3639",0.94,0.281851152140987,1,0,5,1,1,0,18,1
"3641",0.94,-0.619039208406224,1.73000001907349,0,5,1,1,1,19,2
"3642",2.13,1.65822807660353,2.20000004768372,0,5,0,1,1,19,1
"3643",1.09,1.09861228866811,0.970000028610229,0,5,1,1,1,19,1
"3644",-0.82,-3.89182029811063,0.230000019073486,1,3.5,0,1,1,19,3
"3645",2.21,0.489548225318706,2.33999991416931,0,4,1,1,1,19,2
"3646",1.07,-1.99243016469021,0.470000028610229,0,4.5,1,1,1,18,2
"3647",2.08,3.47609868983527,2.5,0,4,0,1,1,19,1
"3648",0.65,-0.708185057924486,1.39999997615814,0,4,1,0,0,18,3
"3649",0.37,-1.450010175506,-0.179999947547913,0,4,0,1,0,19,2
"3651",1.7,-0.405465108108164,2.09999990463257,0,3.5,1,0,0,18,3
"3652",0.2,-1.99243016469021,-1.29999995231628,0,3.5,1,1,1,19,3
"3654",1.24,0.0800427076735366,0.799999952316284,0,5,0,1,1,18,1
"3655",1.1,-2.75153531304195,1.46000003814697,0,4,0,1,1,19,3
"3656",0.08,-0.944461608840851,1.86999988555908,0,5,1,1,1,18,1
"3658",1.39,-3.89182029811063,0.560000061988831,0,4,1,1,0,19,3
"3659",0.84,0.663294217410264,0.419999957084656,0,5,0,1,0,18,1
"3660",-1.11,-1.58562726374038,0.0699999332427979,1,4,0,1,1,19,2
"3662",0.96,-0.281851152140988,0.389999985694885,0,4.5,0,1,0,19,3
"3664",1.49,-0.0800427076735365,1.79999995231628,0,4.5,0,0,1,20,1
"3665",-0.09,-0.489548225318706,0.740000009536743,1,4,0,0,0,19,2
"3666",2.5,5.29330482472449,2.35999989509583,0,5,0,1,1,19,1
"3667",1.58,0.847297860387203,1.5,0,5,0,1,1,19,1
"3668",1.9,1.26566637333128,1.61000001430511,0,5,0,1,1,19,2
"3670",2.04,-0.200670695462151,1.55999994277954,0,4,1,1,0,20,3
"3671",1.15,-0.847297860387204,1.0699999332428,0,5,1,1,1,19,1
"3672",2.44,3.47609868983527,2.29999995231628,0,5,0,1,1,18,1
"3673",-1.5,-1.58562726374038,-1.1599999666214,1,4,1,1,1,19,1
"3674",-0.32,-0.663294217410264,-0.129999995231628,1,4,0,0,1,19,2
"3675",0.52,-1.26566637333128,1.54999995231628,0,5,0,1,1,18,3
"3676",1.3,-0.944461608840851,1.03000009059906,0,5,0,1,1,19,1
"3677",2.18,0,1.80999994277954,0,5,1,1,1,19,2
"3678",1.59,-0.944461608840851,2.5,0,4,0,1,1,19,2
"3679",2.39,3.17805383034794,2.5,0,4,1,0,0,18,1
"3680",0.68,-3.17805383034795,-1.29999995231628,0,4,1,1,1,19,3
"3681",2.36,3.47609868983527,2.41000008583069,0,5,1,1,1,18,1
"3682",1.05,1.38629436111989,1.53999996185303,0,4,0,1,1,19,1
"3683",0.11,-1.99243016469021,0.600000023841858,0,3.5,1,1,1,20,3
"3685",1.38,1.04596855518269,2.40000009536743,0,4,0,1,1,19,1
"3686",0.44,1.90095876119305,0.799999952316284,0,5,0,1,1,18,1
"3687",0.39,-0.241162056816888,1.10000002384186,0,5,0,1,1,19,3
"3688",1.43,-0.708185057924486,1.09999990463257,0,3,0,0,0,19,3
"3689",0.4,-0.363965377201412,1.33000004291534,0,5,0,1,0,19,1
"3690",2.19,3.47609868983527,2.27999997138977,0,5,0,1,1,19,1
"3691",-0.37,-1.65822807660353,-0.419999957084656,1,5,1,1,1,19,1
"3692",0.76,0.200670695462151,1.17000007629395,0,5,1,0,1,18,2
"3693",2,1.26566637333128,2.1399998664856,0,5,0,1,1,19,2
"3694",-0.62,1.04596855518269,0.799999952316284,1,5,0,1,1,19,1
"3695",0.81,0.322773392263051,0.0699999332427979,0,4.5,1,1,1,19,1
"3696",2.2,2.44234703536921,2.14000010490417,0,5,0,1,1,19,1
"3697",1.94,0.944461608840851,1.91000008583069,0,5,1,1,1,19,3
"3698",1.33,1.20831120592453,1.30999994277954,0,5,0,1,1,19,1
"3699",1.58,-0.847297860387204,1.3199999332428,0,5,0,1,1,19,1
"3700",0.62,-0.0800427076735365,1.20000004768372,0,5,0,1,1,18,1
"3701",-0.1,-0.800119300112113,1.25999999046326,1,5,0,1,1,19,1
"3702",1.25,1.58562726374038,0.200000047683716,0,4.5,1,0,0,19,1
"3703",0.85,-2.09074109693377,0.559999942779541,0,5,1,1,1,18,2
"3704",1.15,-0.447312218043665,1.23999989032745,0,5,0,1,1,19,3
"3705",2.24,1.3249254147436,2.59000015258789,0,5,0,1,1,18,1
"3706",-0.56,-0.241162056816888,-0.0399999618530273,1,5,0,1,1,19,1
"3707",0.25,-1.450010175506,-0.800000011920929,0,4,0,1,1,18,1
"3708",1.24,-1.38629436111989,0.299999952316284,0,5,0,1,1,21,1
"3710",0.5,-1.26566637333128,0.799999952316284,0,4.5,0,1,1,18,2
"3711",1.1,-1.81528996663825,0.49999988079071,0,4,0,1,1,19,3
"3712",1.68,1.73460105538811,-0.5,0,5,0,1,0,19,1
"3713",0.43,-3.17805383034795,-0.389999985694885,0,5,0,1,1,19,1
"3714",1.34,0.405465108108164,1.75,0,5,1,1,1,18,1
"3715",1.98,1.99243016469021,2.25999999046326,0,5,0,1,1,20,1
"3716",1.74,-0.363965377201412,1.83999991416931,0,4,0,1,1,19,1
"3717",-0.04,-3.89182029811063,-0.879999995231628,1,4,0,1,1,17,2
"3718",1.38,1.58562726374038,1.5,0,5,1,1,1,19,2
"3720",0.31,-1.90095876119305,0.840000033378601,0,5,0,1,1,20,2
"3721",1.33,-0.994622575144062,0.799999952316284,0,4,0,1,0,18,2
"3722",2.28,2.44234703536921,2.40000009536743,0,5,1,1,1,19,1
"3723",2.1,3.47609868983527,2.1100001335144,0,5,0,1,1,19,1
"3724",0.76,1.04596855518269,1.57999992370605,0,5,1,1,1,19,1
"3725",0.24,-0.0800427076735365,0.299999952316284,0,4,0,1,1,19,1
"3726",0.25,-2.58668934409794,1.02999997138977,0,5,1,1,1,19,3
"3727",0.2,-2.58668934409794,0.710000038146973,0,4,0,1,1,19,2
"3728",1.9,3.47609868983527,2.5,0,6,1,0,1,18,1
"3729",1.61,1.73460105538811,2.20000004768372,0,4.5,1,1,0,19,1
"3730",1.92,-0.944461608840851,1.50999999046326,0,4,0,0,0,19,1
"3731",-0.08,-1.81528996663825,0.529999971389771,1,4,0,1,1,19,2
"3734",0.61,-2.75153531304195,1.05000007152557,0,4.5,0,1,1,18,3
"3735",0.83,-0.994622575144062,0.740000009536743,0,4,0,1,0,20,1
"3736",1.9,0.489548225318706,1.46000003814697,0,5,0,1,0,19,1
"3737",0.12,-3.17805383034795,0.429999947547913,0,4,1,1,1,19,3
"3738",1.87,0.75377180237638,0.399999976158142,0,5,1,1,1,19,1
"3739",0.41,0.0800427076735366,1.5,0,5,0,0,1,19,1
"3740",0.92,1.99243016469021,0.100000023841858,0,5,0,1,1,19,1
"3741",1.41,-3.17805383034795,0.940000057220459,0,4,0,1,1,19,3
"3742",1.61,0.200670695462151,2.20000004768372,0,5,0,1,1,19,1
"3743",0.75,-1.09861228866811,0.429999947547913,0,4,0,1,1,19,3
"3744",0.65,-0.944461608840851,0.100000023841858,0,3,0,1,0,18,3
"3745",2.03,3.89182029811063,2.41000008583069,0,4,0,1,1,18,1
"3747",0.38,0.532216813747308,-0.320000052452087,0,5,1,0,1,19,1
"3748",0.12,1.3249254147436,0.730000019073486,0,4,0,1,1,18,1
"3749",-0.38,-3.47609868983527,-0.230000019073486,1,3.5,0,1,1,19,3
"3750",1.1,1.450010175506,1.03999996185303,0,4.5,0,0,0,20,3
"3751",1.51,1.73460105538811,1.4300000667572,0,5,1,1,0,18,1
"3752",1.97,0.619039208406224,2.21000003814697,0,5,0,1,1,18,2
"3753",1.89,1.38629436111989,2.20000004768372,0,4,0,1,0,19,1
"3754",1.91,0,2.09999990463257,0,4,1,1,1,18,3
"3756",0.01,-4.59511985013459,-0.900000035762787,0,4,0,1,1,20,1
"3757",0.44,0.575364144903562,1.5,0,5,1,1,1,17,1
"3758",0.28,-0.200670695462151,-0.200000047683716,0,4,1,1,1,17,1
"3759",1.76,2.75153531304195,1.6800000667572,0,5,1,0,0,20,1
"3760",1.83,1.04596855518269,1.40000009536743,0,4,0,1,1,19,2
"3761",1.23,-0.619039208406224,2.09999990463257,0,4,1,1,1,18,3
"3762",2.07,0,0.350000023841858,0,4,1,1,0,18,1
"3763",1.44,-0.994622575144062,1.27999997138977,0,5,0,1,1,18,1
"3764",1.56,0.532216813747308,1.16000008583069,0,5,1,1,1,18,1
"3765",1.3,-0.619039208406224,1.32999992370605,0,5,1,1,1,19,2
"3767",1.92,2.44234703536921,1.5,0,5,0,1,0,18,1
"3768",0.3,0.708185057924486,0.100000023841858,0,5,0,1,0,18,1
"3769",1.58,-0.75377180237638,0.900000095367432,0,5,0,0,1,20,1
"3770",1.43,0.200670695462151,1.20000004768372,0,4,0,1,1,19,1
"3771",0.29,0.800119300112113,1.32999992370605,0,4.5,0,1,1,18,1
"3772",1.51,0,1.52999997138977,0,4,0,1,1,18,1
"3773",0.9,0.281851152140987,1.38000011444092,0,5,0,1,1,18,3
"3774",-0.36,-1.58562726374038,0.519999980926514,1,4,1,0,0,19,1
"3775",2.38,5.29330482472449,2.44000005722046,0,5,0,1,1,18,1
"3776",1.11,-2.31363492918063,0.699999928474426,0,4,1,1,0,19,3
"3777",-0.66,-2.94443897916644,0.100000023841858,1,5,1,1,1,20,2
"3778",1.12,1.58562726374038,2.00999999046326,0,4,0,1,1,19,1
"3779",-0.1,-0.944461608840851,-1.5,1,4,0,1,1,19,1
"3780",1.62,1.26566637333128,1.5,0,5,0,1,1,18,1
"3781",1.85,0.405465108108164,1.67000007629395,0,4,0,1,1,19,1
"3782",1.24,2.58668934409794,1.5,0,4,0,1,1,17,1
"3783",0.19,0,-0.800000011920929,0,5,0,1,0,19,2
"3784",-0.51,-1.90095876119305,-0.75,1,4,1,1,1,19,2
"3785",1.18,0.994622575144062,0.0399999618530273,0,5,0,1,1,18,1
"3786",0.65,-1.3249254147436,0.120000004768372,0,5,0,1,1,19,3
"3787",-0.19,-0.241162056816888,-0.5,1,5,1,1,1,19,1
"3789",1.03,-1.65822807660353,1.45999991893768,0,4.5,0,1,1,17,3
"3791",2.32,1.26566637333128,2.5,0,4,1,0,0,20,1
"3792",-0.02,-2.19722457733622,0.25,1,4,1,1,1,19,2
"3793",-0.12,-1.65822807660353,1.79999995231628,1,4,0,1,1,19,1
"3795",2.38,4.59511985013459,2.20000004768372,0,5,0,1,1,18,1
"3796",2.18,1.26566637333128,2.40000009536743,0,5,1,1,1,18,1
"3797",0.19,-2.31363492918063,0.100000023841858,0,5,1,1,1,19,2
"3798",1.14,0.575364144903562,1.9300000667572,0,4.5,1,1,1,19,2
"3799",2.41,2.75153531304195,2.80000019073486,0,5,0,1,1,17,1
"3800",0.73,0.994622575144062,1.20000004768372,0,4.5,0,1,1,19,1
"3801",0.02,-0.0400053346136992,0.200000047683716,0,4,0,1,1,18,2
"3802",0.11,0.120144311842063,0.00999999046325684,0,5,1,1,0,18,1
"3803",1.49,-0.944461608840851,1.08000004291534,0,4,1,1,1,18,1
"3804",2,1.26566637333128,2.1399998664856,0,5,0,1,1,18,1
"3805",1.4,0.75377180237638,1.04999995231628,0,5,0,1,1,18,1
"3806",1.28,-0.994622575144062,1.26999986171722,0,4,0,0,0,18,1
"3807",2.18,4.59511985013459,2.13000011444092,0,5,0,1,1,18,1
"3808",0.56,1.90095876119305,2.25,0,5,0,0,0,19,1
"3809",1.18,1.04596855518269,0.769999980926514,0,5,0,1,1,19,1
"3810",0.59,-1.09861228866811,0.540000081062317,0,4.5,0,0,0,19,1
"3811",-0.52,0.120144311842063,0.360000014305115,1,4,0,1,0,19,1
"3812",1.57,-0.994622575144062,1.1800000667572,0,5,1,1,1,19,1
"3813",2.04,1.04596855518269,1.5,0,5.5,1,1,0,17,1
"3814",1.3,0.847297860387203,1.20000004768372,0,5,0,1,1,19,1
"3815",1.82,2.09074109693377,1.98000001907349,0,4.5,0,1,1,19,3
"3816",0.75,-1.81528996663825,0.700000047683716,0,4.5,0,1,1,20,2
"3817",1.77,0,1.83999991416931,0,5,0,1,1,19,2
"3818",0.25,-0.994622575144062,1.25,0,4,0,1,1,19,2
"3819",-0.6,-2.19722457733622,-0.870000004768372,1,4,1,1,1,18,2
"3820",1.93,-0.944461608840851,1.45000004768372,0,4.5,1,0,0,19,1
"3821",2.08,4.59511985013459,2.0699999332428,0,4,0,1,1,18,1
"3822",1.31,-1.58562726374038,0.940000057220459,0,5,1,1,1,19,2
"3824",0.18,-1.26566637333128,0.680000066757202,0,5,0,1,1,18,1
"3825",1.18,2.09074109693377,1.77999997138977,0,5,1,1,1,19,1
"3826",0.72,0.405465108108164,0.779999971389771,0,5,1,1,1,19,2
"3827",1.53,0.200670695462151,2.20000004768372,0,4,1,1,0,19,1
"3828",1.94,2.31363492918063,1.92999994754791,0,4,1,1,1,19,1
"3829",-0.87,-0.160342650075179,-0.110000014305115,1,4.5,1,1,1,18,1
"3832",0.91,-0.944461608840851,0.879999995231628,0,5,1,1,1,18,2
"3833",2.3,4.59511985013459,2.28999996185303,0,5,0,0,0,17,1
"3834",0.28,-0.0800427076735365,0.419999957084656,0,5,0,0,0,19,1
"3835",1.84,1.15267950993839,2.03999996185303,0,5,1,1,1,18,1
"3836",0.22,-1.65822807660353,-0.0900000333786011,0,4,0,1,1,18,2
"3837",2.44,5.29330482472449,2.5,0,5,1,1,0,17,1
"3838",1.96,0.847297860387203,1.61000001430511,0,4,1,1,1,18,1
"3839",1.75,1.09861228866811,1.78999996185303,0,5,0,1,1,19,1
"3840",1.11,0.895384047054841,1.6800000667572,0,5,0,1,1,17,1
"3841",0.99,-2.75153531304195,1.46000003814697,0,4,1,1,1,19,2
"3842",1.67,3.47609868983527,1.44000005722046,0,5,0,1,1,18,1
"3843",2.34,0.895384047054841,2.5,0,4.5,1,1,0,17,1
"3844",1.58,0.200670695462151,1.75,0,5,0,1,1,19,2
"3845",1.34,0.663294217410264,1.73000001907349,0,5,1,1,0,20,1
"3846",-0.34,-2.31363492918063,0.800000071525574,1,4,1,1,1,19,1
"3847",2.06,2.09074109693377,2.02999997138977,0,5,0,1,1,18,1
"3848",-0.83,-0.663294217410264,-1.29999995231628,1,5,1,0,0,20,3
"3849",0.5,-1.58562726374038,1.20000004768372,0,4,0,1,1,19,1
"3850",1.22,0.241162056816888,1.19000005722046,0,5,1,1,0,18,1
"3851",0.12,1.65822807660353,1.55999994277954,0,5,0,1,1,19,1
"3852",-0.99,-0.944461608840851,0.630000114440918,1,4,1,1,1,18,1
"3854",0.84,0.619039208406224,1.65000009536743,0,4,1,1,1,19,1
"3855",0.3,-0.241162056816888,1.77999997138977,0,4.5,1,1,1,19,1
"3856",2.26,1.3249254147436,1.9799998998642,0,4.5,1,0,0,21,1
"3857",1.21,-2.09074109693377,1.67999994754791,0,5,0,1,1,20,1
"3858",1.91,1.58562726374038,2.09999990463257,0,4,0,1,0,19,1
"3859",2.1,1.81528996663825,2.20000004768372,0,5,1,1,1,18,1
"3860",0.37,-2.19722457733622,-0.200000047683716,0,4,0,1,1,19,2
"3861",2.04,2.31363492918063,1.10999989509583,0,5,0,1,0,19,1
"3862",0.25,-0.405465108108164,-1.5,0,4,0,0,0,19,1
"3863",0.85,0.281851152140987,1.50999999046326,0,5,0,1,1,18,2
"3864",1.95,0.944461608840851,1.86999988555908,0,4,1,0,0,18,2
"3866",1.74,0.532216813747308,1.79999995231628,0,5,1,1,0,19,1
"3867",1.88,2.19722457733622,2.21000003814697,0,4,0,1,1,18,1
"3868",1.63,-0.200670695462151,1.25,0,5,1,1,0,19,1
"3869",1.08,1.15267950993839,0.399999976158142,0,5,1,1,0,19,3
"3870",-0.3,-0.160342650075179,0.190000057220459,1,4,1,1,1,18,1
"3871",1.7,0.405465108108164,1.05999994277954,0,4,1,1,1,19,1
"3872",-0.3,-3.89182029811063,-0.900000035762787,1,4,1,1,1,19,2
"3873",0.68,-0.663294217410264,-1.5,0,4,1,1,1,19,2
"3874",0.64,0.160342650075179,1.1800000667572,0,5,0,1,0,19,1
"3875",1.18,-0.160342650075179,1.41000008583069,0,5.5,0,1,1,19,1
"3876",0.39,0.322773392263051,1.41000008583069,0,4,0,1,0,18,1
"3877",0.76,-0.447312218043665,1.63000011444092,0,5,1,1,1,19,1
"3878",0.98,-0.241162056816888,-0.639999985694885,0,5,0,0,0,19,1
"3879",0.83,-1.04596855518269,-0.649999976158142,0,4,0,1,1,21,3
"3881",0.53,-1.99243016469021,-0.600000023841858,0,4.5,0,1,1,18,3
"3882",1.98,1.73460105538811,2.3199999332428,0,4,0,0,1,17,1
"3883",-0.32,-3.17805383034795,0.71999990940094,1,5,1,1,0,19,3
"3885",0.53,-1.73460105538811,0.259999990463257,0,4.5,0,1,0,20,1
"3886",1.98,1.58562726374038,2.21000003814697,0,5,1,1,1,18,1
"3887",1.88,1.90095876119305,2.20000004768372,0,5,0,1,1,18,1
"3888",1.3,-0.241162056816888,2.09999990463257,0,4,1,1,1,18,2
"3889",1.04,0.281851152140987,1.5,0,4.5,0,1,1,17,1
"3890",0.35,0.532216813747308,1.29999995231628,0,4,0,0,1,20,3
"3892",2.12,1.51634748936809,1.61999988555908,0,5,1,1,0,18,3
"3893",1.38,1.09861228866811,1.5,0,5,0,1,1,17,2
"3894",-0.27,-0.994622575144062,0.429999947547913,1,4,0,0,0,18,3
"3895",2.09,2.75153531304195,1.55000007152557,0,4,1,1,0,19,3
"3896",2.5,4.59511985013459,2.40000009536743,0,5,0,1,0,19,1
"3897",-0.1,-1.450010175506,0.729999899864197,1,4,1,1,1,19,3
"3898",0.98,-2.09074109693377,1,0,4.5,0,1,1,19,2
"3899",0.36,-0.994622575144062,-1.20000004768372,0,4,1,0,0,19,1
"3900",1.04,0.0400053346136992,1.02999997138977,0,5,1,1,1,18,1
"3901",0.08,-2.94443897916644,0.360000014305115,0,4.5,1,1,1,18,2
"3902",1,-0.160342650075179,-1.5,0,4.5,0,1,1,19,1
"3903",-0.99,-0.322773392263051,0.200000047683716,1,4,0,0,0,19,2
"3904",0.47,0.619039208406224,0.49999988079071,0,4,0,1,1,19,1
"3905",1.28,0.663294217410264,1.76999986171722,0,5,0,1,1,18,2
"3906",0.38,0.0400053346136992,1.10000002384186,0,4.5,1,1,1,18,3
"3907",1.18,1.15267950993839,2.0699999332428,0,4,0,1,0,17,1
"3908",1.4,0.0400053346136992,1.26999986171722,0,5,0,1,1,19,1
"3909",0.35,0.447312218043665,1.5,0,4,0,1,0,18,1
"3910",1.85,-1.450010175506,1.40000009536743,0,4,0,1,1,18,2
"3911",-0.48,-0.944461608840851,1.10000002384186,1,5,0,1,1,19,1
"3912",0.57,-1.81528996663825,0.100000023841858,0,4.5,0,1,1,19,3
"3913",0.48,-0.281851152140988,0.539999961853027,0,5,0,1,1,19,1
"3916",-0.26,-2.09074109693377,-1.39999997615814,1,3,1,1,1,19,3
"3917",-0.17,-0.0800427076735365,-0.5,1,4,1,1,0,18,1
"3918",1.4,-0.489548225318706,1.29999995231628,0,5,1,1,0,19,2
